425,0,0,0,-0.19,0.79,9.08
461,0,0,0,-0.13,0.7,9.1
497,0,0,0,-0.2,0.68,9.02
533,0,0,0,-0.16,0.71,9.07
569,0,0,0,-0.17,0.72,9.1
611,0,0,0,-0.19,0.76,9
646,0,0,0,-0.22,0.73,9.07
681,0,0,0,-0.15,0.74,9.04
717,0,0,0,-0.18,0.75,8.98
762,0,0,0,-0.22,0.68,9.11
798,0,0,0,-0.22,0.71,9.1
839,0,0,0,-0.21,0.79,9.12
875,0,0,0,-0.17,0.71,9.05
911,0,0,0,-0.2,0.76,9.04
947,0,0,0,-0.22,0.76,9.13
982,0,0,0,-0.17,0.73,9.02
1017,0,0,0,-0.26,0.75,9.08
1069,0,0,0,-0.24,0.72,9.07
1104,0,0,0,-0.18,0.79,9.15
1140,0,0,0,-0.25,0.73,9.04
1176,0,0,0,-0.27,0.74,9.05
1211,0,0,0,-0.2,0.76,9.11
1247,0,0,0,-0.21,0.73,9
1288,0,0,0,-0.21,0.73,9.16
1324,0,0,0,-0.18,0.76,9.09
1360,0,0,0,-0.22,0.76,9.04
1396,0,0,0,-0.2,0.73,9.08
1432,0,0,0,-0.14,0.74,9.03
1469,0,0,0,-0.21,0.78,9.05
1505,0,0,0,-0.25,0.73,8.96
1546,0,0,0,-0.18,0.67,9.06
1582,0,0,0,-0.24,0.69,9.09
1617,0,0,0,-0.1,0.81,8.99
1654,0,0,0,-0.27,0.68,9.06
1690,0,0,0,-0.31,0.69,9
1726,0,0,0,-0.18,0.79,9.21
1767,0,0,0,-0.16,0.66,8.98
1803,0,0,0,-0.21,0.75,9
1839,0,0,0,-0.26,0.7,9.18
1874,0,0,0,-0.23,0.71,9.11
1910,0,0,0,-0.2,0.69,9.1
1960,0,0,0,-0.22,0.72,9.05
2002,0,0,0,-0.2,0.73,9.06
2038,0,0,0,-0.18,0.72,9.15
2074,0,0,0,-0.23,0.73,9.06
2110,0,0,0,-0.23,0.75,9.07
2146,0,0,0,-0.21,0.78,9.05
2182,0,0,0,-0.21,0.73,9.11
2223,0,0,0,-0.19,0.73,9.08
2258,0,0,0,-0.21,0.73,9.04
2295,0,0,0,-0.21,0.76,9.15
2331,0,0,0,-0.17,0.71,9.03
2367,0,0,0,-0.2,0.76,9.09
2403,0,0,0,-0.18,0.77,9.09
2445,0,0,0,-0.21,0.76,9.09
2481,0,0,0,-0.19,0.78,9.01
2516,0,0,0,-0.22,0.73,9.15
2552,0,0,0,-0.22,0.78,9.1
2588,0,0,0,-0.22,0.74,9
2624,0,0,0,-0.19,0.77,9.02
2666,0,0,0,-0.21,0.7,9.03
2702,0,0,0,-0.24,0.75,9.1
2738,0,0,0,-0.22,0.77,9.1
2774,0,0,0,-0.23,0.71,9.14
2809,0,0,0,-0.21,0.71,9.1
2845,0,0,0,-0.16,0.7,9.05
2881,0,0,0,-0.2,0.72,9.11
2922,0,0,0,-0.24,0.74,9.05
2958,0,0,0,-0.23,0.74,9.07
2994,0,0,0,-0.28,0.76,9.04
3030,0,0,0,-0.28,0.73,9.11
3066,0,0,0,-0.24,0.73,9.13
3102,0,0,0,-0.11,0.78,9.1
3143,0,0,0,-0.23,0.78,9.13
3179,0,0,0,-0.23,0.75,9.11
3215,0,0,0,-0.2,0.7,9.07
3252,0,0,0,-0.22,0.75,9.09
3288,0,0,0,-0.23,0.73,9.04
3323,0,0,0,-0.21,0.76,8.99
3364,0,0,0,-0.2,0.71,9.04
3401,0,0,0,-0.25,0.74,9.03
3437,0,0,0,-0.2,0.76,9.11
3473,0,0,0,-0.16,0.74,9.04
3509,0,0,0,-0.21,0.76,9.12
3545,0,0,0,-0.18,0.71,9.09
3586,0,0,0,-0.22,0.75,9.09
3621,0,0,0,-0.25,0.66,9.13
3657,0,0,0,-0.22,0.76,9.09
3693,0,0,0,-0.17,0.68,9.07
3729,0,0,0,-0.27,0.76,9.16
3765,0,0,0,-0.16,0.76,8.97
3806,0,0,0,-0.19,0.73,9
3843,0,0,0,-0.22,0.79,9.11
3878,0,0,0,-0.19,0.72,9.08
3914,0,0,0,-0.24,0.72,9.13
3950,0,0,0,-0.23,0.76,8.99
3986,0,0,0,-0.17,0.78,9.1
4027,0,0,0,-0.15,0.76,9.14
4063,0,0,0,-0.2,0.74,9.03
4099,0,0,0,-0.22,0.77,9.01
4134,0,0,0,-0.27,0.69,9.09
4171,0,0,0,-0.26,0.76,9.09
4207,0,0,0,-0.2,0.74,8.97
4243,0,0,0,-0.25,0.75,8.93
4285,0,0,0,-0.24,0.76,9.1
4321,0,0,0,-0.24,0.78,9.01
4357,0,0,0,-0.14,0.75,9.07
4392,0,0,0,-0.2,0.72,9.05
4428,0,0,0,-0.21,0.78,9.12
4464,0,0,0,-0.19,0.76,9.09
4505,0,0,0,-0.18,0.67,9.09
4541,0,0,0,-0.23,0.73,9.09
4577,0,0,0,-0.24,0.77,9.05
4613,0,0,0,-0.17,0.68,9.1
4648,0,0,0,-0.21,0.78,9.09
4684,0,0,0,-0.17,0.73,9.09
4725,0,0,0,-0.23,0.76,9.09
4761,0,0,0,-0.16,0.78,9.03
4797,0,0,0,-0.24,0.69,9.05
4833,0,0,0,-0.25,0.76,9.1
4869,0,0,0,-0.24,0.77,9.11
4904,0,0,0,-0.22,0.73,8.98
4946,0,0,0,-0.25,0.73,9.14
4982,0,0,0,-0.22,0.68,8.98
5018,0,0,0,-0.21,0.74,8.97
5063,0,0,0,-0.19,0.72,9.03
5100,0,0,0,-0.28,0.73,9
5136,0,0,0,-0.25,0.69,9.1
5177,0,0,0,-0.19,0.77,9.11
5213,0,0,0,-0.2,0.72,9.09
5249,0,0,0,-0.13,0.77,9.08
5284,0,0,0,-0.2,0.74,9
5320,0,0,0,-0.2,0.71,9.08
5356,0,0,0,-0.18,0.73,9.01
5398,0,0,0,-0.19,0.71,9.02
5434,0,0,0,-0.18,0.7,9.1
5470,0,0,0,-0.2,0.75,8.96
5506,0,0,0,-0.23,0.68,9.08
5541,0,0,0,-0.24,0.73,9.08
5577,0,0,0,-0.22,0.71,9.04
5613,0,0,0,-0.21,0.68,9.09
5654,0,0,0,-0.31,0.74,9.05
5690,0,0,0,-0.15,0.73,8.98
5726,0,0,0,-0.23,0.74,8.9
5762,0,0,0,-0.27,0.75,9.11
5797,0,0,0,-0.25,0.69,9.05
5833,0,0,0,-0.22,0.71,9.09
5874,0,0,0,0.13,0.65,9.21
5910,0,0,0,-0.43,0.76,9.14
5946,0,0,0,-0.18,0.71,8.98
5982,0,0,0,-0.25,0.73,9.11
6018,0,0,0,-0.2,0.75,9.16
6053,0,0,0,-0.24,0.77,9.13
6095,0,0,0,-0.11,0.74,9.04
6146,0,0,0,-0.19,0.71,8.96
6181,0,0,0,-0.17,0.75,9.16
6217,0,0,0,-0.27,0.77,9.06
6253,0,0,0,-0.23,0.74,9.07
6288,0,0,0,-0.28,0.7,9.07
6330,0,0,0,-0.24,0.71,9.1
6366,0,0,0,-0.27,0.71,9.03
6402,0,0,0,-0.23,0.71,9.11
6437,0,0,0,-0.22,0.76,9.05
6473,0,0,0,-0.19,0.71,9.09
6509,0,0,0,-0.24,0.77,9.05
6550,0,0,0,-0.26,0.75,8.98
6586,0,0,0,-0.19,0.68,9.14
6622,0,0,0,-0.2,0.73,9.08
6658,0,0,0,-0.18,0.7,9.05
6693,0,0,0,-0.28,0.77,9.02
6729,0,0,0,-0.32,0.72,9.03
6770,0,0,0,-0.17,0.75,9.02
6806,0,0,0,-0.3,0.76,9.09
6842,0,0,0,-0.06,0.74,9.01
6878,0,7.83,0,-0.45,0.78,9.1
6914,0,0,0,-0.28,0.74,8.93
6949,0,0,0,-0.26,0.69,9.07
6991,0,0,0,-0.27,0.72,9.32
7027,0,0,0,0.08,0.73,9.15
7063,0,0,0,-0.17,0.73,8.94
7099,0,0,0,-0.28,0.77,9.09
7134,0,0,0,-0.22,0.75,8.97
7170,0,0,0,-0.21,0.6,9.14
7212,0,0,0,-0.23,0.74,9.09
7247,0,0,0,-0.15,0.79,9.05
7283,0,0,0,0.02,0.7,9.16
7318,0,0,0,-0.35,0.64,9.08
7354,0,0,-6.24,-0.04,0.68,9.16
7391,0,0,0,-0.79,0.54,8.89
7426,0,7.34,0,-0.22,0.67,9.02
7468,-10.4,22.09,-19.22,-0.16,1.48,9.1
7504,0,37.76,-19.41,-0.81,0.76,10.51
7541,18.07,0,0,-0.66,1.05,11.43
7578,21.36,-29.37,14.56,-0.28,0.52,9.83
7615,22.03,15.69,-15.93,-0.76,0.98,8.81
7657,0,0,10.04,-0.67,1.2,8.66
7694,-15.95,-16.5,9.37,-0.04,1.06,8.51
7731,-30.47,-13.03,12.67,-0.37,1.38,9.85
7768,-11.26,0,7.12,-0.5,0.73,10.77
7804,0,0,8.58,0,0.39,10.06
7841,20.33,0,0,-0.12,0.52,9.72
7883,17.58,0,0,-0.12,0.53,9.24
7919,9.17,-14.86,0,-0.01,0.58,9.24
7956,7.7,-19.86,0,-0.01,1.12,8.97
7992,0,-12.72,0,-0.1,1.02,9.3
8029,0,-13.52,0,-0.05,1.25,8.9
8065,0,-9.25,0,0.27,1.23,9.17
8105,0,-20.71,0,-0.3,0.93,9.37
8142,6.91,-15.16,0,0.33,0.76,8.81
8179,8.8,-13.15,0,0.72,1.03,9.33
8215,16.06,-15.28,0,0.45,0.85,8.41
8252,0,-15.53,0,0.7,1.19,8.28
8288,0,-8.64,0,0.66,1.33,8.87
8339,7.58,0,0,0.69,1.08,8.77
8375,9.47,-11.02,0,1.06,1.28,8.61
8411,8.44,-9.31,0,1.12,1.3,8.92
8448,10.81,-10.04,0,0.83,1.47,8.64
8484,7.7,-9.74,0,0.93,1.48,8.57
8520,6.73,0,0,1.35,1.73,8.6
8561,10.75,-10.77,0,1.18,1.5,8.71
8598,10.14,-10.1,0,1.08,1.61,8.26
8635,5.75,0,0,1.16,1.6,8.02
8672,7.16,0,0,1.1,1.65,7.56
8708,0,0,0,1.4,1.67,7.56
8743,0,0,0,1.4,1.52,7.41
8785,0,13.68,0,1.56,1.83,6.6
8821,0,12.46,0,1.57,1.45,6.97
8858,-9.37,10.57,0,1.72,1.52,7.08
8894,-19.12,16.42,0,1.39,1.61,7.95
8931,-11.14,16.97,0,0.87,1.45,8.54
8968,-17.29,17.83,0,0.97,1.32,8.65
9010,-12.97,14.78,0,0.73,1.18,8.77
9047,-20.53,12.03,0,0.43,1.28,8.86
9083,-17.29,8.8,0,-0.07,0.95,9.23
9120,-14.92,13.31,0,-0.08,1.45,8.79
9157,-14.92,16,0,0.17,1.03,9.81
9194,0,22.34,0,0.28,1.14,9.72
9235,-6.5,19.65,0,-0.38,0.98,9.35
9272,0,18.07,6.63,0.43,1,9.2
9309,0,25.2,0,-0.02,0.53,8.98
9355,-11.99,18.25,0,0.07,0.95,9.31
9392,-10.4,10.08,0,-0.81,0.81,10.36
9428,0,11.24,0,-0.88,1.02,9.58
9470,-10.22,17.58,0,-1.03,0.89,9.66
9507,-17.72,0,0,-0.66,0.74,10.1
9544,-19.79,0,8.64,-0.73,0.63,10.5
9581,-17.36,0,5.41,-0.47,0.74,11.09
9618,-9.43,0,0,-0.63,0.62,11.32
9655,-5.47,-15.89,0,-0.06,0.45,10.63
9697,0,-11.99,0,-0.79,0.56,10.72
9734,7.64,-14.86,0,-0.5,0.55,10.72
9771,12.7,-17.97,5.59,-0.39,0.39,10.2
9807,10.2,-12.24,0,-0.3,0.23,9.71
9844,0,-11.99,0,0.12,0.66,10.49
9880,12.34,0,0,0.29,0.12,10.49
9922,14.47,-11.75,0,0.43,0.49,9.76
9959,7.1,-22.36,-7.46,-0.19,0.72,9.53
9996,0,-26.2,0,-0.57,0.96,9.29
10033,0,-22.66,0,-0.46,1.08,9.6
10070,13.92,-12.72,0,0.67,0.78,9.52
10112,19.78,-22.66,7.6,0.31,0.56,8.82
10148,6.06,-21.56,10.96,1.13,0.72,8.76
10185,7.7,-21.44,0,0.82,1.12,9.24
10222,17.77,-22.48,0,0.92,0.91,8.74
10259,15.51,-19.98,-6.11,1.06,0.87,8.32
10296,13.31,-23.33,0,1.27,1.01,8.59
10338,18.56,-21.5,0,1.4,1.13,8.31
10376,17.64,-19.86,0,1.78,1,8.05
10427,11.61,-16.63,-7.88,1.93,1.43,7.75
10464,11.42,-17.42,0,1.81,1.55,7.4
10501,11.85,-10.47,0,1.9,1.57,7.27
10537,6.3,-10.35,0,2.17,1.84,7.35
10579,9.66,0,0,2.17,1.78,7.09
10615,7.4,0,6.02,2.35,1.99,7.09
10652,11.12,0,0,2.36,1.66,6.62
10688,0,13.8,0,2.43,1.92,6.46
10725,-7.17,8.31,0,2.14,1.79,6.95
10761,-11.56,13.5,0,1.69,1.94,7.49
10803,0,26.18,0,1.58,1.57,7.79
10840,-11.81,22.34,0,1.48,1.54,7.82
10876,-23.64,21.12,0,1.56,1.42,8.59
10913,-18.39,24.59,0,0.67,1.54,8.7
10950,-26.26,0,6.45,1.65,1.01,8.47
10987,-33.09,0,-6.79,0.6,0.93,9.11
11029,-27.17,25.87,0,0.57,1.2,9.66
11066,-13.39,28.44,0,1.51,0.65,9.72
11103,0,11.79,-6.24,1.51,0.62,9.36
11140,-15.34,11.73,0,0.78,0.85,8.49
11175,-29.12,21.36,0,0.41,0.99,9.82
11213,-12.9,21,0,0.31,0.94,10.31
11255,0,21.61,0,0.64,0.55,9.58
11291,-11.62,18.07,0,0.33,0.59,9.93
11328,0,13.19,0,-0.39,0.72,10.19
11365,0,18.62,0,-0.4,0.62,10.48
11402,0,12.46,0,-0.23,0.55,10.21
11443,-10.04,0,5.47,-0.23,0.71,10.4
11480,0,9.05,0,0.08,0.51,10.87
11516,6.73,9.96,0,-0.01,0.43,10.57
11552,0,0,0,-0.22,0.61,10.51
11588,0,-7.24,0,-0.34,0.82,10.52
11625,0,-7.42,0,-0.57,0.66,10.24
11667,0,-10.47,0,0.04,0.66,10.15
11703,0,-8.39,0,-0.19,0.69,10.1
11740,0,-11.69,6.87,0.02,0.74,10.44
11776,11.36,-13.39,0,0.06,0.27,9.9
11812,10.94,-19.19,0,0.55,0.65,9.88
11849,13.44,-18.39,0,0.45,0.45,9.63
11891,12.64,-18.21,0,0.6,0.75,9.75
11928,17.22,-20.53,0,0.93,0.63,9.37
11965,9.23,-25.53,0,0.96,1.11,8.93
12002,5.81,-27.54,-8.25,0.82,0.92,9.26
12039,10.75,-29.06,-8.37,0.91,0.92,9.11
12076,17.09,-25.22,0,0.85,0.84,8.85
12118,14.59,-20.95,0,1.52,1.09,9.07
12154,22.83,-21.75,-5.5,1.73,0.88,9.06
12192,23.19,-20.22,-5.87,1.67,0.87,8.16
12229,14.35,-15.83,-10.44,1.56,1.23,8.34
12267,16.24,-17.42,0,1.61,1.46,8.38
12304,12.89,-15.16,-8.74,2.24,1.62,8.67
12346,14.35,-16.69,-8.31,1.8,1.76,8.08
12384,9.05,-11.99,-8.31,1.91,1.83,7.69
12421,7.89,-8.27,-7.52,1.76,2.27,7.93
12457,14.96,0,0,2.03,1.76,7.22
12493,9.6,0,0,2.12,1.87,6.74
12529,0,0,0,2.11,1.97,7.06
12571,7.46,7.83,0,2.1,2.05,6.83
12607,8.19,16.24,0,2.4,2.07,7
12644,0,14.17,0,1.8,2.26,6.18
12680,-8.88,18.8,0,1.73,2.27,6.44
12717,-13.09,20.87,0,2.1,2.17,7.13
12753,-24,23.86,0,1.5,2.02,7.15
12795,-29.31,18.01,7.12,1.13,1.93,8.81
12832,-21.87,23.98,9.25,1.17,1.58,8.35
12869,-16.93,39.04,0,1.19,1.46,8.82
12906,-11.99,37.4,0,0.73,0.83,8.09
12943,-37.78,35.69,0,1.04,1.16,9.13
12985,-29.25,31.24,0,0.86,0.74,10.63
13022,-31.2,28.37,-10.14,0.5,0.92,11.11
13060,-23.39,18.5,0,0.16,0.81,11.15
13096,-17.6,13.25,-6.11,0.36,0.93,11.74
13134,-6.44,13.01,-13.49,0.19,0.88,11.56
13171,0,0,-7.76,-0.4,1.1,10.75
13213,0,0,0,-0.56,1.5,10.67
13249,10.39,0,0,-0.13,1.56,10.74
13286,16,0,0,-0.44,1.63,9.61
13322,0,-11.02,0,-0.47,2,9.11
13359,0,0,0,-0.59,1.9,9.15
13394,0,0,12.48,-0.19,1.69,9.03
13435,0,-9.13,11.51,0.11,1.65,9.06
13472,0,-9.55,12.06,-0.16,1.93,9.1
13508,0,0,12.3,-0.29,1.7,8.83
13545,0,0,17.18,0,1.5,8.24
13581,-5.59,0,17.67,-0.01,1.73,8.92
13618,0,0,19.43,0.03,1.43,9.05
13659,5.33,0,18.28,-0.09,1.25,8.8
13705,0,0,23.46,0.22,0.88,8.85
13742,6.42,0,21.51,0.48,0.65,8.82
13777,0,0,19.98,0,0.38,8.88
13813,0,9.11,18.64,0.28,0.37,8.89
13850,0,8.31,15.04,0.59,0.07,9.49
13892,0,0,9.68,0.61,-0.29,8.77
13928,-7.84,0,10.29,0.33,-0.11,8.97
13965,-7.3,0,5.59,0.4,-0.27,9.5
14002,0,0,6.2,0.02,-0.31,9.47
14038,0,0,0,0.5,-0.83,9.24
14073,0,0,0,0.51,-0.83,9.3
14115,0,0,0,0.28,-0.96,8.89
14151,0,0,0,0.95,-0.62,9.46
14187,12.16,0,-13.92,1.15,-0.97,8.88
14223,0,-7.66,-18.55,0.79,-0.28,8.53
14260,0,0,-21.11,0.63,0.29,9.57
14297,8.19,0,-24.22,0,0.36,8.55
14339,-6.62,0,-19.53,-0.13,0.55,8.64
14375,-7.54,0,-19.53,0.15,0.84,9.39
14412,0,7.28,-26.6,0.47,0.81,9.02
14449,0,0,-27.52,-0.22,1.12,9.1
14485,0,0,-23.19,-0.15,0.72,8.81
14522,-9.67,0,-30.14,-0.18,1.39,9
14564,0,0,-26.97,-0.4,1.37,9.1
14600,-6.69,0,-19.65,-0.25,1.49,8.48
14637,-9.43,0,-18.86,0.16,1.49,9.43
14688,0,0,-15.87,-0.24,1.85,9.23
14725,0,0,-12.21,0.06,2.05,9.1
14760,0,0,-11.6,0.07,2.35,9.45
14802,0,0,-6.18,-0.26,2.38,9.27
14838,5.45,0,6.26,-0.13,2.4,8.85
14875,0,0,0,0.17,2.28,8.94
14911,0,0,6.63,-0.41,2.19,8.91
14947,-7.17,0,14.86,-0.47,2.12,9.46
14984,0,0,15.96,-0.4,2.05,9.62
15026,9.41,0,18.76,-0.22,2.04,9.05
15063,7.4,0,24.31,-0.23,1.85,8.68
15098,0,0,27.48,0.04,1.8,8.72
15134,5.69,0,32.79,0.12,1.5,8.73
15171,0,0,27.24,0.11,1.15,8.81
15207,0,0,26.93,0.05,1.08,9.37
15249,0,0,25.71,-0.2,0.95,9.24
15285,0,0,23.34,-0.21,0.73,9.23
15321,0,0,24.92,-0.18,0.48,9.07
15356,0,0,18.7,-0.04,0.67,9.65
15393,0,0,16.99,-0.47,0.39,9.31
15429,0,7.76,24.49,-0.1,0.23,8.84
15480,0,0,16.02,0.43,-0.07,8.9
15516,-5.47,0,17.6,0.08,-0.16,8.85
